Epoch,Mean Dice Score,DiceCortical,DiceTrabecular
46,"metatensor(0.9865, device='cuda:3')","metatensor(0.9923, device='cuda:3')","metatensor(0.9807, device='cuda:3')"
46,"metatensor(0.9836, device='cuda:2')","metatensor(0.9908, device='cuda:2')","metatensor(0.9763, device='cuda:2')"
46,"metatensor(0.9830, device='cuda:1')","metatensor(0.9888, device='cuda:1')","metatensor(0.9773, device='cuda:1')"
47,"metatensor(0.9860, device='cuda:3')","metatensor(0.9925, device='cuda:3')","metatensor(0.9794, device='cuda:3')"
47,"metatensor(0.9823, device='cuda:2')","metatensor(0.9917, device='cuda:2')","metatensor(0.9730, device='cuda:2')"
47,"metatensor(0.9835, device='cuda:0')","metatensor(0.9904, device='cuda:0')","metatensor(0.9766, device='cuda:0')"
47,"metatensor(0.9825, device='cuda:1')","metatensor(0.9901, device='cuda:1')","metatensor(0.9750, device='cuda:1')"
47,"metatensor(0.9845, device='cuda:4')","metatensor(0.9925, device='cuda:4')","metatensor(0.9764, device='cuda:4')"
48,"metatensor(0.9838, device='cuda:2')","metatensor(0.9930, device='cuda:2')","metatensor(0.9747, device='cuda:2')"
48,"metatensor(0.9852, device='cuda:1')","metatensor(0.9933, device='cuda:1')","metatensor(0.9771, device='cuda:1')"
48,"metatensor(0.9851, device='cuda:3')","metatensor(0.9924, device='cuda:3')","metatensor(0.9778, device='cuda:3')"
48,"metatensor(0.9836, device='cuda:4')","metatensor(0.9933, device='cuda:4')","metatensor(0.9739, device='cuda:4')"
48,"metatensor(0.9782, device='cuda:0')","metatensor(0.9814, device='cuda:0')","metatensor(0.9750, device='cuda:0')"
49,"metatensor(0.9834, device='cuda:2')","metatensor(0.9892, device='cuda:2')","metatensor(0.9776, device='cuda:2')"
49,"metatensor(0.9855, device='cuda:3')","metatensor(0.9905, device='cuda:3')","metatensor(0.9804, device='cuda:3')"
49,"metatensor(0.9847, device='cuda:4')","metatensor(0.9896, device='cuda:4')","metatensor(0.9798, device='cuda:4')"
49,"metatensor(0.9836, device='cuda:1')","metatensor(0.9879, device='cuda:1')","metatensor(0.9793, device='cuda:1')"
49,"metatensor(0.9833, device='cuda:0')","metatensor(0.9891, device='cuda:0')","metatensor(0.9774, device='cuda:0')"
50,"metatensor(0.5798, device='cuda:2')","metatensor(0.2772, device='cuda:2')","metatensor(0.8824, device='cuda:2')"
50,"metatensor(0.6145, device='cuda:0')","metatensor(0.3177, device='cuda:0')","metatensor(0.9113, device='cuda:0')"
50,"metatensor(0.5978, device='cuda:3')","metatensor(0.2962, device='cuda:3')","metatensor(0.8994, device='cuda:3')"
50,"metatensor(0.7223, device='cuda:4')","metatensor(0.5197, device='cuda:4')","metatensor(0.9249, device='cuda:4')"
50,"metatensor(0.5983, device='cuda:1')","metatensor(0.2858, device='cuda:1')","metatensor(0.9108, device='cuda:1')"
51,"metatensor(0.9763, device='cuda:0')","metatensor(0.9826, device='cuda:0')","metatensor(0.9699, device='cuda:0')"
51,"metatensor(0.9823, device='cuda:4')","metatensor(0.9910, device='cuda:4')","metatensor(0.9735, device='cuda:4')"
51,"metatensor(0.9860, device='cuda:3')","metatensor(0.9922, device='cuda:3')","metatensor(0.9798, device='cuda:3')"
51,"metatensor(0.9820, device='cuda:2')","metatensor(0.9924, device='cuda:2')","metatensor(0.9716, device='cuda:2')"
51,"metatensor(0.9766, device='cuda:1')","metatensor(0.9796, device='cuda:1')","metatensor(0.9735, device='cuda:1')"
52,"metatensor(0.9857, device='cuda:4')","metatensor(0.9937, device='cuda:4')","metatensor(0.9776, device='cuda:4')"
52,"metatensor(0.9797, device='cuda:0')","metatensor(0.9906, device='cuda:0')","metatensor(0.9688, device='cuda:0')"
52,"metatensor(0.9825, device='cuda:1')","metatensor(0.9909, device='cuda:1')","metatensor(0.9741, device='cuda:1')"
52,"metatensor(0.9844, device='cuda:3')","metatensor(0.9922, device='cuda:3')","metatensor(0.9766, device='cuda:3')"
52,"metatensor(0.9827, device='cuda:2')","metatensor(0.9905, device='cuda:2')","metatensor(0.9748, device='cuda:2')"
53,"metatensor(0.9831, device='cuda:1')","metatensor(0.9897, device='cuda:1')","metatensor(0.9765, device='cuda:1')"
53,"metatensor(0.9817, device='cuda:3')","metatensor(0.9886, device='cuda:3')","metatensor(0.9747, device='cuda:3')"
53,"metatensor(0.9835, device='cuda:4')","metatensor(0.9916, device='cuda:4')","metatensor(0.9753, device='cuda:4')"
53,"metatensor(0.9833, device='cuda:2')","metatensor(0.9933, device='cuda:2')","metatensor(0.9734, device='cuda:2')"
53,"metatensor(0.9791, device='cuda:0')","metatensor(0.9894, device='cuda:0')","metatensor(0.9687, device='cuda:0')"
